dates,areas,areas_smoothed,time
1986-09-27,27.356696,27.356696,0
1998-03-20,34.339868,27.356696000000003,4192
2000-08-24,32.086534,27.356696,5080
2001-09-04,32.884568,27.532349970791653,5456
2002-03-31,24.268296,33.09124931267186,5664
2002-04-16,25.311712,34.26896052967541,5680
2002-11-02,23.198056,33.994665812224405,5880
2005-07-05,33.9618,33.130612410459506,6856
2005-07-13,34.63098,31.184622585189267,6864
2006-08-01,33.00896,29.061414229398075,7248
2007-06-25,26.918508,28.008679527938863,7576
2009-04-27,32.781748,28.898757655435862,8248
2013-05-16,31.484718,31.04694690327239,9728
2013-09-13,30.12,31.650408208430825,9848
2013-09-29,29.732594,31.324738452622977,9864
2014-06-28,27.279564,31.18689559384176,10136
2016-06-09,34.726936,30.590836232794803,10848
2016-06-25,32.800946,30.242722364778622,10864
2016-09-13,30.36478,30.488831818054184,10944
2017-07-30,33.47846,30.86591775763379,11264
2017-09-16,24.887626,30.838221989410094,11312
