Raw_TermEst,Smoothed,dates,time
971.247595122689,973.698559673513,1999-08-26,0
971.247595122689,973.776628672436,1999-09-27,32
971.247595122689,973.856167083915,1999-12-07,103
971.247595122689,973.937256166479,1999-12-16,112
971.247595122689,974.019869258312,2000-01-08,135
971.247595122689,974.103975845478,2000-01-17,144
971.247595122689,974.189541474155,2000-02-09,167
971.247595122689,974.276527674492,2000-02-18,176
971.247595122689,974.364810053129,2000-02-25,183
971.247595122689,974.454490130487,2000-04-13,231
971.247595122689,974.545447917016,2000-05-15,263
971.247595122689,974.637627915943,2000-05-24,272
971.247595122689,974.730970374227,2000-08-19,359
971.247595122689,974.82541128996,2000-09-20,391
971.247595122689,974.920977593683,2000-10-22,423
971.247595122689,975.01742112918,2000-10-31,432
971.247595122689,975.114835783127,2001-01-03,496
971.247595122689,975.213071798089,2001-01-10,503
971.247595122689,975.31195080274,2001-02-20,544
971.247595122689,975.411465242425,2001-03-15,567
971.247595122689,975.511524197778,2001-03-31,583
971.247595122689,975.612033400804,2001-05-27,640
971.247595122689,975.712917831934,2001-06-19,663
971.247595122689,975.814057479272,2001-06-28,672
971.247595122689,975.915347978064,2001-07-14,688
971.247595122689,976.016666297782,2001-08-15,720
971.247595122689,976.117941025319,2001-08-31,736
979.151550091727,976.219048907794,2001-09-07,743
979.151550091727,976.319858237392,2001-09-23,759
979.151550091727,976.420275297547,2001-10-02,768
979.151550091727,976.52020562579,2001-10-25,791
979.151550091727,976.619504196121,2001-12-12,839
979.151550091727,976.718074417406,2001-12-21,848
979.151550091727,976.815804855482,2002-01-29,887
979.151550091727,976.912585127088,2002-02-07,896
979.151550091727,977.008306344273,2002-02-14,903
979.151550091727,977.102873506844,2002-03-11,928
979.151550091727,977.196159722628,2002-04-03,951
979.151550091727,977.288084856931,2002-04-12,960
979.151550091727,977.378552356033,2002-06-06,1015
979.151550091727,977.467435006816,2002-06-15,1024
979.151550091727,977.554662178752,2002-07-01,1040
979.151550091727,977.640147780192,2002-10-05,1136
979.151550091727,977.723810596948,2002-11-13,1175
979.151550091727,977.805574637645,2002-11-29,1191
979.151550091727,977.885369449477,2002-12-08,1200
979.151550091727,977.963086288994,2002-12-31,1223
979.151550091727,978.038753091966,2003-01-16,1239
979.151550091727,978.112273146075,2003-01-25,1248
979.151550091727,978.183601783533,2003-02-01,1255
979.151550091727,978.252704335755,2003-02-26,1280
979.151550091727,978.319546947619,2003-03-14,1296
979.151550091727,978.384093507616,2003-03-21,1303
979.151550091727,978.446330091137,2003-04-22,1335
986.782905877465,978.506233743237,2003-05-01,1344
979.151550091727,978.563806290324,2003-08-13,1448
979.151550091727,978.619050927912,2003-08-29,1464
979.151550091727,978.671966049783,2003-10-07,1503
979.151550091727,978.722566566495,2003-11-17,1544
979.151550091727,978.77086958075,2003-11-24,1551
979.151550091727,978.816897553047,2003-12-03,1560
979.151550091727,978.860677994682,2003-12-10,1567
979.151550091727,978.902344737357,2004-01-27,1615
979.151550091727,978.941750809546,2004-02-05,1624
979.151550091727,978.97902240751,2004-04-08,1687
979.151550091727,979.014204427116,2004-04-16,1695
979.151550091727,979.047399707696,2004-08-15,1816
979.151550091727,979.078560908805,2004-08-22,1823
979.151550091727,979.107787980995,2004-10-25,1887
979.151550091727,979.135137540506,2004-11-10,1903
979.151550091727,979.1606682452,2004-11-26,1919
979.151550091727,979.184440256567,2005-02-07,1992
979.151550091727,979.206515616133,2005-02-14,1999
979.151550091727,979.2269566712,2005-02-23,2008
979.151550091727,979.245827415454,2005-03-02,2015
979.151550091727,979.263193097621,2005-03-11,2024
979.151550091727,979.279117225268,2005-03-18,2031
979.151550091727,979.29366647808,2005-03-27,2040
979.151550091727,979.306904100155,2005-05-14,2088
979.151550091727,979.318895780918,2005-06-30,2135
979.151550091727,979.329705039046,2005-07-01,2136
979.151550091727,979.339399938074,2005-08-09,2175
979.151550091727,979.348040466838,2005-08-25,2191
979.151550091727,979.355692595727,2005-09-10,2207
979.151550091727,979.362413789146,2005-11-06,2264
979.151550091727,979.368268361115,2006-01-25,2344
986.782905877465,979.373318635173,2006-02-17,2367
986.782905877465,979.377622897964,2006-03-05,2383
979.151550091727,979.381241663089,2006-09-13,2575
979.151550091727,979.384228588227,2006-10-24,2616
979.151550091727,979.386635451232,2006-10-31,2623
979.151550091727,979.388528722338,2006-11-09,2632
979.151550091727,979.389959017,2006-12-11,2664
979.151550091727,979.391048084931,2007-01-03,2687
979.151550091727,979.39168974569,2007-02-04,2719
979.151550091727,979.392082157996,2007-02-13,2728
971.247595122689,979.392137329066,2007-08-23,2919
971.247595122689,979.392120519633,2007-09-08,2935
971.247595122689,979.391913142132,2007-09-09,2936
986.782905877465,979.391564979021,2008-02-16,3096
986.782905877465,979.391494314909,2008-04-19,3159
986.782905877465,979.391272134053,2008-05-05,3175
979.151550091727,979.391572909026,2008-10-20,3343
979.151550091727,979.391645289739,2008-11-14,3368
979.151550091727,979.392188906852,2008-12-23,3407
979.151550091727,979.393010345304,2009-02-18,3464
979.151550091727,979.394449144611,2009-02-25,3471
979.151550091727,979.396022765846,2009-05-24,3559
979.151550091727,979.398171210073,2009-12-03,3752
979.151550091727,979.400776955872,2010-01-27,3807
979.151550091727,979.404118113128,2010-02-05,3816
979.151550091727,979.408680409209,2010-02-21,3832
971.247595122689,979.414100019047,2010-08-31,4023
979.151550091727,979.420110336339,2010-10-03,4056
979.151550091727,979.428899361576,2010-11-20,4104
979.151550091727,979.439926065673,2010-11-27,4111
979.151550091727,979.451602460418,2010-12-22,4136
979.151550091727,979.463215461482,2011-01-07,4152
979.151550091727,979.477697993594,2011-01-23,4168
979.151550091727,979.494287002567,2011-02-08,4184
979.151550091727,979.511861431421,2011-02-15,4191
979.151550091727,979.533474208443,2011-03-11,4215
979.151550091727,979.556826491315,2011-03-12,4216
979.151550091727,979.582500572361,2011-03-19,4223
979.151550091727,979.611283236326,2011-03-28,4232
979.151550091727,979.644038536757,2011-06-15,4311
994.254836612547,979.681777505003,2011-12-24,4503
986.782905877465,979.724467487381,2012-04-14,4615
979.151550091727,979.770791431572,2012-09-21,4775
979.151550091727,979.821520759914,2012-11-08,4823
979.151550091727,979.877055355945,2012-12-10,4855
979.151550091727,979.939450450826,2013-02-12,4919
979.151550091727,980.00705898655,2013-04-01,4967
979.151550091727,980.081882826445,2013-04-17,4983
979.151550091727,980.163382426569,2013-06-04,5031
979.151550091727,980.252531940706,2013-06-05,5032
979.151550091727,980.350952100275,2013-07-30,5087
979.151550091727,980.458797583495,2013-09-16,5135
979.151550091727,980.575049006075,2013-09-25,5144
979.151550091727,980.700724946733,2013-10-18,5167
979.151550091727,980.836754948458,2013-10-27,5176
979.151550091727,980.984360685035,2013-11-12,5192
979.151550091727,981.143012699845,2013-12-21,5231
979.151550091727,981.313730746527,2014-02-07,5279
979.151550091727,981.497004811985,2014-03-11,5311
979.151550091727,981.69375559023,2014-03-19,5319
979.151550091727,981.904819959604,2014-03-20,5320
979.151550091727,982.129299799425,2014-03-27,5327
979.151550091727,982.368443465893,2014-04-20,5351
979.151550091727,982.621693277886,2014-07-10,5432
