dates,areas,areas_smoothed,time
2000-02-09,4.104731,4.079393809024146,0
2000-08-03,4.5338735,4.084198590115102,176
2000-08-19,2.4014175,4.088710392206575,192
2001-01-10,3.9954445,4.092967023099389,336
2001-03-15,3.56600975,4.096928977191863,400
2001-04-16,4.309742,4.100541365865012,432
2001-06-03,4.5545535,4.10379879667713,480
2001-06-19,4.6127525,4.106659997318199,496
2001-07-05,4.8803715,4.109030028957938,512
2002-01-29,3.7906415,4.110915591339041,720
2002-02-14,3.59301175,4.112208055571593,736
2002-04-19,4.159595,4.112959925322477,800
2002-06-06,4.806108,4.113075970827231,848
2002-07-24,4.9459945,4.112569074093645,896
2003-02-01,3.4629725,4.111367568573298,1088
2003-03-05,4.1992775,4.109465005209683,1120
2003-03-21,3.44951975,4.106858403323963,1136
2003-11-24,4.4419305,4.103506660037591,1384
2003-12-10,4.6542165,4.099499061568993,1400
2004-01-27,4.21367,4.094850189207793,1448
2004-05-18,3.745186,4.0896242149447195,1560
2005-05-21,3.52312025,4.083901499725485,1928
2005-07-08,3.57819675,4.0778034654659105,1976
2006-02-01,3.105683,4.071423558190717,2184
2006-02-17,3.585567,4.06494383187824,2200
2006-04-30,4.8430605,4.058658463271193,2272
2006-06-25,3.37253275,4.052520400020025,2328
2006-08-04,4.3826735,4.046731380529484,2368
2006-09-05,5.01833,4.041420355167921,2400
2007-01-03,2.75277,4.036698165476266,2520
2007-02-04,3.98701525,4.032639615976395,2552
2007-02-28,3.920034,4.029325679581405,2576
2007-04-01,3.57085225,4.026679966610515,2608
2007-07-06,5.1272665,4.024677151696284,2704
2007-08-07,5.910098,4.023239442538613,2736
2007-08-23,5.0073845,4.022242886424361,2752
2007-09-08,3.96430475,4.021605010135591,2768
2008-03-18,3.588914,4.021184792549535,2960
2008-04-19,3.98715575,4.020864814405016,2992
2008-05-05,4.291141,4.020513353754865,3008
2008-07-08,4.8660065,4.0200332046311225,3072
2008-10-12,2.98717125,4.0193327683408695,3168
2008-11-13,3.82204675,4.0183619028347985,3200
2008-12-23,2.34361725,4.017070290205322,3240
2009-02-01,3.8450445,4.0154531310639285,3280
2009-02-17,3.6198105,4.013508235474379,3296
2009-03-21,3.9056665,4.011273648707565,3328
2009-05-24,3.18032475,4.008809361190325,3392
2009-06-25,4.8490105,4.006178171695327,3424
2010-01-27,4.376987,4.00351028269026,3640
2010-02-20,3.2062155,4.000887685398482,3664
2010-03-08,3.287808,3.9984400454758147,3680
2010-11-27,3.704821,3.9962308368345894,3944
2011-03-11,3.25731675,3.994396119475471,4048
2011-03-27,3.21119625,3.993035707319612,4064
2011-04-12,3.44746075,3.992296463020969,4080
2011-04-28,4.0073425,3.9922340015867253,4096
2011-05-30,5.331579,3.99285399229855,4128
2011-06-15,4.8712195,3.9941648381159487,4144
2011-07-01,6.18198,3.9961322319492796,4160
2011-07-17,6.297493,3.998699616074415,4176
2011-08-02,5.6001465,4.001792054427964,4192
2011-08-18,3.60733075,4.005342601368022,4208
2011-12-24,2.95406375,4.009142559216919,4336
2012-02-26,2.9229265,4.013031916849899,4400
2012-03-13,3.61497875,4.016874210951018,4416
2012-03-29,3.46523375,4.0204916946298965,4432
2012-04-14,4.1430555,4.023714365180937,4448
2012-04-30,3.20110375,4.0263874514575315,4464
2012-06-01,5.3705425,4.0283499607673585,4496
2013-02-28,2.685223,4.029465866986312,4768
2013-05-19,4.293782,4.029639286802904,4848
2013-06-04,3.7596015,4.028770599994018,4864
2013-07-22,4.15292775,4.026792832677172,4912
2013-08-31,4.4661065,4.023671200331859,4952
2014-02-15,3.5936945,4.019424186784915,5120
2014-03-19,4.229321,4.014016340439013,5152
2014-07-25,4.52776,4.007493122106052,5280
2014-08-26,4.0463682500000004,3.999941562917809,5312
2015-03-14,3.11204675,3.9914659624004845,5512
2015-04-15,4.0077595,3.9821862999431725,5544
2015-04-23,3.55457225,3.9722490950845013,5552
2015-05-01,4.5220775,3.9618249192735444,5560
2015-06-26,3.97310425,3.9511036799161197,5616
2015-07-12,4.759706,3.940243769092425,5632
2015-08-05,4.447443,3.9294396302534222,5656
2015-08-21,3.43659425,3.918885753482425,5672
2015-08-29,4.546094,3.9087331266929404,5680
2015-09-06,5.464485,3.8991556526887226,5688
2015-11-09,1.641295125,3.890286869704346,5752
2015-12-27,2.58921675,3.8822318952291166,5800
2016-01-04,3.05105525,3.8750998617202224,5808
2016-01-28,3.54168025,3.8689545726515653,5832
2016-02-05,2.991046,3.8639285176832194,5840
2016-02-13,2.6514965,3.8600683307507704,5848
2016-02-29,3.366945,3.8574209320102053,5864
2016-03-08,3.2124015,3.8560428509437465,5872
2016-03-16,3.53719525,3.8559757761173086,5880
2016-06-04,4.6526825,3.857273837623051,5960
2016-07-06,5.302814,3.8599974457000297,5992
2016-08-07,4.433027,3.8641887230774374,6024
2016-09-08,4.1662375,3.869889325261838,6056
2016-12-29,2.8628265,3.877124755345368,6168
2017-02-15,2.72984775,3.885942407601854,6216
2017-05-06,4.297733,3.8963690494480105,6296
2017-05-30,3.9176045,3.9084280961943145,6320
2017-06-07,4.68405,3.9221178941850323,6328
2017-07-09,5.932438,3.937424183401988,6360
2017-09-11,4.252881,3.9543232341840877,6424
2017-11-14,2.000466875,3.972736131136339,6488
2017-11-30,2.76922625,3.9925967868707866,6504
2018-06-26,4.6117445,4.013801687636514,6712
2018-09-14,4.078601,4.0362239398185515,6792
2019-05-12,4.4925425,4.059718541010257,7032
2019-05-20,3.86565,4.084110455221694,7040
2019-06-29,4.6629895,4.109249638681845,7080
2019-07-07,5.0178155,4.134859009028699,7088
2019-07-23,4.61215,4.160774695900839,7104
2019-07-31,5.0495415,4.186896904412998,7112
2019-08-08,4.988699,4.212959173157703,7120
2019-09-01,4.6342825,4.238799169221661,7144
2019-09-17,4.7935755,4.2642606543016335,7160
