"","dates","areas"
"1","1986-09-27",79.1271
"2","1986-12-09",30.1257
"3","1998-03-20",19.9422
"4","2000-08-24",69.6879
"5","2001-09-04",77.1552
"6","2002-03-31",53.5572
"7","2002-04-16",91.3032
"8","2002-11-02",90.5553
"9","2005-07-05",54.675
"10","2005-07-13",75.9186
"11","2006-08-01",63.0027
"12","2007-02-18",13.9239
"13","2007-06-25",24.0201
"14","2008-07-13",42.2568
"15","2009-04-27",34.7481
"16","2013-05-16",56.0025
"17","2013-09-13",84.6216
"18","2013-09-29",87.4035
"19","2014-06-28",68.5368
"20","2016-06-09",56.6955
"21","2016-06-25",30.9159
"22","2016-09-13",51.1443
"23","2017-07-30",66.9375
"24","2017-09-16",84.978
"25","2019-09-21",1.5993
