"","dates","areas"
"1","1984-10-30",0.5256
"2","1984-12-17",0.4905
"3","1986-01-21",0.3744
"4","1986-08-01",0.4464
"5","1986-10-20",0.4536
"6","1987-02-09",0.315
"7","1987-02-25",0.1971
"8","1987-05-16",0.2349
"9","1987-06-01",0.2745
"10","1987-06-17",0.3753
"11","1995-01-30",0.3339
"12","1995-03-19",0.2394
"13","1995-04-04",0.2376
"14","1995-05-22",0.3978
"15","2000-02-05",0.2772
"16","2000-02-21",0.18
"17","2001-02-07",0.207
"18","2001-03-11",0.081
"19","2001-04-12",0.3582
"20","2001-08-18",0.2907
"21","2001-12-08",0.4104
"22","2002-02-10",0.1314
"23","2002-06-02",0.2907
"24","2002-08-21",0.1701
"25","2002-10-24",0.3195
"26","2003-01-12",0.2511
"27","2003-05-20",0.3969
"28","2003-07-23",0.2061
"29","2003-12-14",0.2763
"30","2004-05-22",0.1584
"31","2004-09-11",0.2223
"32","2005-01-01",0.2232
"33","2005-01-17",0.1494
"34","2005-02-18",0.1575
"35","2005-03-06",0.045
"36","2005-07-12",0.1611
"37","2005-08-29",0.1701
"38","2005-09-30",0.2151
"39","2005-11-17",0.3438
"40","2005-12-19",0.2016
"41","2006-01-04",0.1881
"42","2006-02-05",0.0693
"43","2006-02-21",0.1098
"44","2007-02-08",0.1971
"45","2007-03-12",0.1017
"46","2007-03-28",0.1305
"47","2007-05-15",0.1143
"48","2007-08-19",0.5562
"49","2007-12-09",0.2268
"50","2008-05-01",0.2169
"51","2008-09-22",0.2151
"52","2009-01-28",0.3618
"53","2009-02-13",0.1305
"54","2009-03-17",0.081
"55","2009-06-05",0.2754
"56","2009-06-13",0.1566
"57","2009-08-24",0.1674
"58","2009-09-09",0.1989
"59","2009-09-25",0.1683
"60","2009-11-20",0.2394
"61","2010-02-08",0.2196
"62","2010-03-04",0.1674
"63","2010-04-05",0.1638
"64","2010-04-21",0.1278
"65","2011-01-02",0.18
"66","2011-03-07",0.0675
"67","2011-03-23",0.3051
"68","2011-04-08",0.1449
"69","2011-07-05",0.1215
"70","2011-12-20",0.3384
"71","2012-01-21",0.2115
"72","2012-02-06",0.1719
"73","2012-03-25",0.0459
"74","2012-04-10",0.1296
"75","2012-11-20",0.3546
"76","2013-02-08",0.0936
"77","2013-02-24",0.1314
"78","2013-03-12",0.1341
"79","2013-05-23",0.2322
"80","2013-06-08",0.1674
"81","2013-07-02",0.1665
"82","2013-08-11",0.1539
"83","2013-08-27",0.1422
"84","2013-09-12",0.2304
"85","2013-12-25",0.1773
"86","2014-01-02",0.234
"87","2014-01-10",0.1503
"88","2014-01-18",0.1944
"89","2014-02-27",0.0891
"90","2014-03-07",0.2223
"91","2014-03-23",0.2664
"92","2014-03-31",0.1395
"93","2014-05-02",0.1035
"94","2014-05-18",0.1224
"95","2014-06-19",0.0657
"96","2014-06-27",0.0693
"97","2014-07-05",0.0414
"98","2014-07-13",0.1233
"99","2014-08-14",0.1044
"100","2014-09-15",0.2754
"101","2014-10-09",0.2259
"102","2014-12-04",0.2799
"103","2014-12-12",0.234
"104","2014-12-20",0.2367
"105","2015-01-13",0.1719
"106","2015-01-29",0.1188
"107","2015-02-06",0.1908
"108","2015-03-02",0.0981
"109","2015-03-10",0.0999
"110","2015-03-18",0.045
"111","2015-04-11",0.3861
"112","2015-05-21",0.2133
"113","2015-06-22",0.0882
"114","2015-06-30",0.0927
"115","2015-07-08",0.0891
"116","2015-07-16",0.0387
"117","2015-07-24",0.0891
"118","2015-08-09",0.081
"119","2015-08-17",0.0972
"120","2015-12-07",0.1791
"121","2015-12-23",0.1296
"122","2015-12-31",0.0999
"123","2016-01-24",0.0873
"124","2016-02-17",0.0468
"125","2016-02-25",0.1278
"126","2016-03-04",0.036
"127","2016-03-12",0.1071
"128","2016-03-20",0.1449
"129","2016-03-28",0.0657
"130","2016-04-13",0.0873
"131","2016-05-31",0.0396
"132","2016-06-08",0.0477
"133","2016-06-16",0.162
"134","2016-06-24",0.1134
"135","2016-07-18",0.0459
"136","2016-07-26",0.1008
"137","2016-08-03",0.0675
"138","2016-08-11",0.1305
"139","2016-08-19",0.0666
"140","2016-10-14",0.1755
"141","2016-10-30",0.0585
"142","2016-12-17",0.1395
"143","2016-12-25",0.1557
"144","2017-01-10",0.225
"145","2017-01-18",0.0936
"146","2017-01-26",0.1341
"147","2017-02-03",0.1134
"148","2017-02-11",0.1305
"149","2017-02-27",0.0819
"150","2017-03-07",0.1098
"151","2017-03-15",0.0747
"152","2017-03-23",0.0648
"153","2017-03-31",0.0468
"154","2017-05-26",0.0963
"155","2017-06-03",0.0792
"156","2017-06-11",0.0612
"157","2017-06-19",0.0765
"158","2017-06-27",0.099
"159","2017-12-04",0.1917
"160","2017-12-12",0.1251
"161","2017-12-28",0.1071
"162","2018-01-21",0.1053
"163","2018-02-06",0.1026
"164","2018-02-22",0.1179
"165","2018-05-29",0.3843
"166","2018-06-14",0.3573
"167","2018-06-22",0.3051
"168","2018-07-08",0.2844
"169","2018-07-16",0.3015
"170","2018-07-24",0.2547
"171","2018-08-01",0.279
"172","2018-08-17",0.108
"173","2018-10-04",0.2358
"174","2018-12-31",0.1467
"175","2019-01-24",0.09
"176","2019-02-01",0.0891
"177","2019-02-09",0.0873
"178","2019-02-17",0.3357
"179","2019-03-13",0.0378
"180","2019-04-06",0.054
"181","2019-05-16",0.0918
"182","2019-07-03",0.054
"183","2019-08-04",0.1422
"184","2019-08-28",0.171
"185","2019-09-13",0.0783
"186","2019-10-07",0.1917
