"","dates","areas"
"1","1984-12-26",55.3167
"2","1985-01-27",52.6419
"3","1986-01-14",57.8979
"4","1986-04-13",53.2035
"5","1986-09-27",61.1433
"6","1998-03-20",50.3793
"7","1998-04-14",45.2835
"8","1999-01-27",53.8146
"9","1999-02-28",50.0679
"10","1999-10-01",59.8833
"11","1999-10-09",62.9748
"12","2000-01-13",55.8657
"13","2000-03-01",51.6915
"14","2000-03-10",47.3499
"15","2000-03-17",52.6869
"16","2000-04-02",51.6924
"17","2000-04-18",45.963
"18","2000-07-07",44.7147
"19","2000-08-24",54.9612
"20","2000-10-04",62.8596
"21","2000-10-27",63.7434
"22","2001-03-12",57.4569
"23","2001-03-21",56.4462
"24","2001-08-28",68.7969
"25","2001-09-04",57.0123
"26","2001-09-05",57.5253
"27","2001-09-29",59.5089
"28","2001-12-09",58.1751
"29","2002-01-18",53.199
"30","2002-02-04",52.6572
"31","2002-03-31",52.173
"32","2002-08-14",52.866
"33","2002-11-02",64.0872
"34","2003-02-22",52.6122
"35","2003-05-13",43.1145
"36","2003-08-26",37.1529
"37","2004-02-01",54.4428
"38","2004-02-02",34.5384
"39","2004-02-26",50.4945
"40","2004-03-29",51.0984
"41","2004-04-22",30.8727
"42","2004-05-07",45.2574
"43","2004-08-11",54.3888
"44","2004-08-19",46.6515
"45","2004-08-20",50.1219
"46","2004-12-26",57.0555
"47","2005-01-19",34.5231
"48","2005-02-19",50.1291
"49","2005-02-20",31.5459
"50","2005-02-27",45.4752
"51","2005-02-28",49.9248
"52","2005-04-01",52.704
"53","2005-04-24",49.428
"54","2005-07-05",40.3092
"55","2005-08-31",35.3781
"56","2005-12-12",55.152
"57","2006-02-22",51.4413
"58","2006-02-23",33.1326
"59","2006-05-13",49.8375
"60","2006-08-01",49.5666
"61","2007-01-24",55.4814
"62","2007-02-02",54.0009
"63","2007-03-14",34.6869
"64","2007-09-13",54.3906
"65","2007-09-14",59.4999
"66","2008-01-19",50.067
"67","2008-01-28",34.65
"68","2008-02-04",45.9576
"69","2008-02-05",33.3
"70","2008-06-20",24.7113
"71","2008-11-18",56.5218
"72","2008-12-04",52.4808
"73","2008-12-05",61.4979
"74","2008-12-12",56.5416
"75","2008-12-13",36.279
"76","2009-04-20",28.9089
"77","2009-06-07",29.3661
"78","2009-12-07",55.1412
"79","2009-12-08",62.7066
"80","2010-02-25",49.2597
"81","2010-03-29",44.0622
"82","2010-05-09",34.4691
"83","2010-08-13",32.0274
"84","2010-11-09",61.5546
"85","2011-02-20",51.5052
"86","2011-06-04",39.528
"87","2011-12-13",53.0352
"88","2012-01-07",34.6374
"89","2012-01-14",47.9196
"90","2012-01-23",33.7833
"91","2012-03-18",45.5418
"92","2012-04-03",46.6965
"93","2012-04-28",31.8447
"94","2012-08-02",31.2147
"95","2012-10-21",39.5766
"96","2012-12-31",53.7624
"97","2013-01-16",50.5872
"98","2013-01-25",33.9264
"99","2013-03-30",30.8349
"100","2013-04-22",37.7973
"101","2013-05-16",47.0853
"102","2013-07-28",47.1474
"103","2013-09-13",55.1556
"104","2013-09-14",59.9931
"105","2013-09-29",56.4606
"106","2013-10-16",63.1089
"107","2013-12-10",57.8322
"108","2013-12-19",57.3156
"109","2014-02-13",35.2161
"110","2014-03-01",27.6417
"111","2014-03-17",34.4682
"112","2014-03-25",47.9079
"113","2014-04-01",50.3262
"114","2014-04-02",31.158
"115","2014-10-03",61.6392
"116","2014-11-20",64.0692
"117","2014-12-13",65.7792
"118","2014-12-14",37.7136
"119","2015-01-14",59.337
"120","2015-01-22",50.1039
"121","2015-02-24",51.2712
"122","2015-04-05",35.7516
"123","2015-06-23",42.1461
"124","2015-07-02",42.8283
"125","2015-08-19",53.9451
"126","2015-10-22",67.9221
"127","2015-11-06",54.8181
"128","2015-11-22",56.4966
"129","2015-11-23",61.5537
"130","2015-11-30",58.4955
"131","2015-12-01",38.3049
"132","2016-01-09",49.5108
"133","2016-01-10",55.5129
"134","2016-01-26",53.6346
"135","2016-02-10",45.8523
"136","2016-03-05",47.9556
