"","dates","areas"
"1","1984-04-07",3.7197
"2","1984-05-18",3.7809
"3","1984-05-25",3.5109
"4","1984-05-27",3.4245
"5","1984-06-03",3.2211
"6","1984-09-16",1.5012
"7","1985-06-29",2.5677
"8","1985-07-08",1.9701
"9","1985-07-24",1.3932
"10","1986-03-14",3.8538
"11","1986-06-18",3.06
"12","1986-06-25",2.9025
"13","1986-07-20",2.2545
"14","1986-07-27",1.8243
"15","1986-09-04",1.8729
"16","1987-07-14",3.0168
"17","1987-10-11",1.1448
"18","1988-06-07",3.3705
"19","1988-07-07",2.151
"20","1988-08-10",0.8172
"21","1989-10-07",2.1546
"22","1990-06-11",3.4542
"23","1990-06-20",3.0897
"24","1990-07-15",2.9511
"25","1991-04-27",3.9483
"26","1991-08-01",2.1627
"27","1991-08-03",1.9953
"28","1992-06-02",3.7107
"29","1993-07-21",2.4876
"30","1993-08-08",2.2068
"31","1993-09-25",2.7765
"32","1993-10-09",2.1393
"33","1994-05-05",3.7278
"34","1994-08-11",1.8549
"35","1994-08-18",1.5084
"36","1994-08-25",1.8333
"37","1994-09-03",2.7468
"38","1995-07-29",2.2842
"39","1995-09-06",1.5714
"40","1995-10-15",1.4652
"41","1997-07-16",2.0727
"42","1997-07-18",1.557
"43","1997-09-04",0.5931
"44","1998-08-29",1.1034
"45","1999-09-18",0.5427
"46","1999-09-25",0.4743
"47","2000-06-30",3.1887
"48","2000-07-25",2.1933
"49","2000-09-27",0.9918
"50","2000-10-20",0.7866
"51","2000-11-05",0.9909
"52","2001-06-26",2.9223
"53","2001-08-20",0.6291
"54","2001-10-09",3.5811
"55","2002-04-01",3.4164
"56","2002-04-19",3.6432
"57","2002-05-28",3.6126
"58","2002-06-04",3.3192
"59","2002-07-15",2.0691
"60","2002-07-22",1.8531
"61","2002-07-31",1.548
"62","2002-08-09",1.0206
"63","2002-08-16",0.5499
"64","2002-08-23",0.4275
"65","2002-08-25",0.6687
"66","2002-09-10",0.7713
"67","2003-03-05",2.043
"68","2003-05-24",3.762
"69","2003-07-25",0.4338
"70","2003-08-10",0.8379
"71","2003-09-29",2.4174
"72","2004-05-08",2.6091
"73","2004-06-10",3.8079
"74","2004-07-05",2.8953
"75","2004-07-29",1.404
"76","2004-10-01",1.8297
