Raw_TermEst,Smoothed,dates,time
3079.36775217903,3090.36586504566,1999-08-08,0
3079.36775217903,3090.34326041791,1999-11-12,96
3079.36775217903,3090.31608799509,1999-12-14,128
3117.7797825437,3090.28554495063,2000-02-16,192
3117.7797825437,3090.25096708733,2000-06-07,304
3079.36775217903,3090.21226944657,2000-09-27,416
3079.36775217903,3090.16945565792,2000-12-16,496
3079.36775217903,3090.12233125291,2001-01-17,528
3079.36775217903,3090.07146919979,2001-02-18,560
3079.36775217903,3090.01617874207,2001-03-06,576
3079.36775217903,3089.95716769694,2001-03-22,592
3117.7797825437,3089.89398974182,2001-04-07,608
3117.7797825437,3089.82704506666,2001-06-10,672
3117.7797825437,3089.75607136344,2001-08-29,752
3079.36775217903,3089.68130325663,2002-01-20,896
3079.36775217903,3089.60344091962,2002-03-09,944
3079.36775217903,3089.5220870474,2002-03-25,960
3079.36775217903,3089.43693579682,2002-05-12,1008
3117.7797825437,3089.34846914689,2002-07-31,1088
3079.36775217903,3089.25681240263,2003-01-07,1248
3079.36775217903,3089.16209337962,2003-02-24,1296
3079.36775217903,3089.06430851101,2003-03-12,1312
3079.36775217903,3088.9635697711,2003-04-13,1344
3079.36775217903,3088.86034931905,2003-05-15,1376
3079.36775217903,3088.75430915719,2003-08-03,1456
3079.36775217903,3088.64589201676,2003-10-14,1528
3079.36775217903,3088.53506979911,2003-11-24,1569
3079.36775217903,3088.42204703121,2003-12-01,1576
3079.36775217903,3088.30660183039,2003-12-09,1584
3079.36775217903,3088.18908720268,2004-02-03,1640
3079.36775217903,3088.06944961972,2004-03-30,1696
3079.36775217903,3087.94773929449,2004-04-07,1704
3079.36775217903,3087.82400189241,2004-04-23,1720
3117.7797825437,3087.69824522572,2004-05-17,1744
3117.7797825437,3087.57058127602,2004-05-18,1745
3117.7797825437,3087.44122868948,2004-06-10,1768
3117.7797825437,3087.31001829412,2004-07-12,1800
3117.7797825437,3087.17696028164,2004-08-29,1848
3117.7797825437,3087.04179213969,2004-09-06,1856
3079.36775217903,3086.90480253388,2005-01-28,2000
3079.36775217903,3086.76597691419,2005-02-21,2024
3079.36775217903,3086.62543690468,2005-04-02,2064
3079.36775217903,3086.4832060484,2005-04-26,2088
3079.36775217903,3086.33949586443,2005-06-05,2128
3079.36775217903,3086.1943736996,2005-06-13,2136
3079.36775217903,3086.04798280769,2005-06-21,2144
3079.36775217903,3085.90049429419,2005-07-31,2184
3079.36775217903,3085.75214159601,2005-08-16,2200
3079.36775217903,3085.60305145897,2005-08-24,2208
3079.36775217903,3085.45354682064,2005-08-25,2209
3079.36775217903,3085.3038485515,2005-09-09,2224
3079.36775217903,3085.15394309659,2005-09-10,2225
3079.36775217903,3085.00466131592,2005-09-25,2240
3079.36775217903,3084.85575155423,2005-11-28,2304
3079.36775217903,3084.70786044294,2005-12-30,2336
3079.36775217903,3084.56124989752,2006-01-31,2368
3079.36775217903,3084.41658569221,2006-02-16,2384
3079.36775217903,3084.27398148108,2006-02-24,2392
3079.36775217903,3084.13380209719,2006-03-04,2400
3079.36775217903,3083.99641426376,2006-03-12,2408
3079.36775217903,3083.8621837128,2006-04-13,2440
3079.36775217903,3083.73147229695,2006-04-29,2456
3079.36775217903,3083.60463511352,2006-05-15,2472
3079.36775217903,3083.48201765496,2006-05-31,2488
3079.36775217903,3083.36395299459,2006-07-26,2544
3079.36775217903,3083.25075901186,2006-08-03,2552
3079.36775217903,3083.14155693032,2006-09-12,2592
3079.36775217903,3083.03871847793,2006-10-31,2641
3079.36775217903,3082.93936364843,2006-12-09,2680
3079.36775217903,3082.84689336299,2007-01-02,2704
3079.36775217903,3082.76088272768,2007-01-03,2705
3079.36775217903,3082.68092424052,2007-01-26,2728
3079.36775217903,3082.60657576009,2007-02-04,2737
3079.36775217903,3082.53830216725,2007-02-11,2744
3079.36775217903,3082.47629280235,2007-02-19,2752
3079.36775217903,3082.42003495731,2007-02-27,2760
3079.36775217903,3082.37007253075,2007-03-07,2768
3079.36775217903,3082.32555151562,2007-03-23,2784
3079.36775217903,3082.28609815188,2007-05-26,2848
3079.36775217903,3082.2520738458,2007-06-11,2864
3079.36775217903,3082.22207930088,2007-07-13,2896
3079.36775217903,3082.19573582126,2007-08-14,2928
3079.36775217903,3082.17311603514,2007-09-07,2952
3079.36775217903,3082.15207576003,2007-11-02,3008
3079.36775217903,3082.13329178654,2007-11-18,3024
3079.36775217903,3082.11479677618,2008-01-05,3072
3079.36775217903,3082.09577971437,2008-03-09,3136
3079.36775217903,3082.0754825075,2008-04-10,3168
3117.7797825437,3082.0523631169,2008-05-28,3216
3117.7797825437,3082.02437887763,2008-06-29,3248
3079.36775217903,3081.99008901303,2008-12-22,3424
3079.36775217903,3081.94738686783,2009-01-23,3456
3079.36775217903,3081.89460062481,2009-01-31,3464
3079.36775217903,3081.82962882659,2009-03-28,3520
3079.36775217903,3081.7504421336,2009-04-13,3536
3079.36775217903,3081.65327986703,2009-05-31,3584
3079.36775217903,3081.53748607122,2009-06-16,3600
3079.36775217903,3081.3999977414,2009-08-19,3664
3079.36775217903,3081.2373875616,2009-09-04,3680
3079.36775217903,3081.04710365708,2009-10-22,3728
3079.36775217903,3080.82644311769,2009-11-07,3744
3079.36775217903,3080.57169244758,2009-12-09,3776
3079.36775217903,3080.2806809341,2010-02-03,3832
3079.36775217903,3079.94971476835,2010-02-19,3848
3117.7797825437,3079.57562145667,2010-05-18,3936
3117.7797825437,3079.15396220826,2010-06-03,3952
3117.7797825437,3078.68327889437,2010-07-05,3984
3079.36775217903,3078.16066545577,2010-10-25,4096
3079.36775217903,3077.58103976618,2010-11-26,4128
3079.36775217903,3076.94416774332,2010-12-28,4160
3079.36775217903,3076.24654567655,2011-01-13,4176
3079.36775217903,3075.48538390823,2011-02-14,4208
3079.36775217903,3074.65996565584,2011-03-18,4240
3079.36775217903,3073.76774619704,2011-04-19,4272
3079.36775217903,3072.80907643289,2011-06-06,4320
3079.36775217903,3071.78369237186,2011-08-09,4384
3042.35308833681,3070.69098007354,2011-11-29,4496
3042.35308833681,3069.53272095311,2012-01-16,4544
3042.35308833681,3068.30943147203,2012-03-20,4608
3042.35308833681,3067.02638302994,2012-04-05,4624
2898.8450734327,3065.68718559455,2013-05-02,5016
2898.8450734327,3064.29469401905,2013-06-27,5072
2935.38690757993,3062.8548355297,2013-07-21,5096
2970.25435716142,3061.37679395287,2013-08-30,5136
3005.27243588836,3059.86719534905,2013-11-18,5216
3042.35308833681,3058.33350940552,2013-12-28,5256
3042.35308833681,3056.785177659,2014-01-13,5272
3042.35308833681,3055.23075778072,2014-01-29,5288
3042.35308833681,3053.68179343717,2014-03-10,5328
3042.35308833681,3052.14852629719,2014-03-26,5344
3042.35308833681,3050.63896798262,2014-05-29,5408
3042.35308833681,3049.16544694747,2014-06-22,5432
3042.35308833681,3047.73478272989,2014-07-16,5456
3042.35308833681,3046.35619095847,2014-08-25,5496
3042.35308833681,3045.03623920523,2014-09-02,5504
3042.35308833681,3043.78199039905,2014-09-26,5528
3042.35308833681,3042.59814262853,2014-10-12,5544
3042.35308833681,3041.48855867325,2014-10-20,5552
3042.35308833681,3040.45517619978,2014-11-13,5576
3042.35308833681,3039.50057597135,2014-12-15,5608
3042.35308833681,3038.62296373379,2014-12-23,5616
3042.35308833681,3037.82401705506,2014-12-31,5624
3042.35308833681,3037.10048136868,2015-01-08,5632
3042.35308833681,3036.44881276664,2015-01-24,5648
3042.35308833681,3035.86568948945,2015-02-09,5664
3042.35308833681,3035.3458905982,2015-02-17,5672
3042.35308833681,3034.88664957674,2015-02-25,5680
3042.35308833681,3034.48109049137,2015-03-13,5696
3042.35308833681,3034.12515617152,2015-03-29,5712
3042.35308833681,3033.812890622,2015-04-06,5720
3042.35308833681,3033.53789596025,2015-04-30,5744
3042.35308833681,3033.29555934958,2015-07-11,5816
3042.35308833681,3033.08016599178,2015-08-20,5856
3042.35308833681,3032.88651808467,2015-09-13,5880
3042.35308833681,3032.70936043772,2015-09-21,5888
3042.35308833681,3032.54369340724,2015-10-31,5928
3042.35308833681,3032.38595553574,2015-11-08,5936
3042.35308833681,3032.23232854735,2015-12-18,5976
3042.35308833681,3032.07769349403,2015-12-26,5984
3042.35308833681,3031.91881400189,2016-01-03,5992
3042.35308833681,3031.75209471751,2016-02-04,6024
3042.35308833681,3031.57512448175,2016-02-12,6032
3042.35308833681,3031.38517939423,2016-02-20,6040
3042.35308833681,3031.17909342875,2016-02-28,6048
3042.35308833681,3030.95587903206,2016-03-07,6056
3042.35308833681,3030.71294350117,2016-04-24,6104
3042.35308833681,3030.44903667023,2016-05-26,6136
3042.35308833681,3030.16301369503,2016-06-03,6144
3042.35308833681,3029.85421044758,2016-06-27,6168
3042.35308833681,3029.52127141062,2016-08-14,6216
3042.35308833681,3029.16432328491,2016-08-30,6232
3042.35308833681,3028.78364130924,2016-09-23,6256
3005.27243588836,3028.37889708029,2017-01-29,6384
3005.27243588836,3027.95049832235,2017-02-22,6408
3005.27243588836,3027.49880363996,2017-03-18,6432
3005.27243588836,3027.02502404422,2017-05-05,6480
3005.27243588836,3026.53027154899,2017-06-06,6512
3005.27243588836,3026.01573991731,2017-07-08,6544
3005.27243588836,3025.48295860652,2017-08-01,6568
3005.27243588836,3024.93319151948,2017-09-02,6600
3005.27243588836,3024.36918057043,2017-09-18,6616
3005.27243588836,3023.79181977946,2017-10-04,6632
3005.27243588836,3023.2034979067,2017-11-13,6672
3005.27243588836,3022.60622397256,2017-11-21,6680
3005.27243588836,3022.00184493648,2017-12-31,6720
3005.27243588836,3021.39347723801,2018-02-25,6776
3005.27243588836,3020.7822260875,2018-04-06,6816
3005.27243588836,3020.1706311158,2018-04-22,6832
3005.27243588836,3019.56103107784,2018-04-30,6840
3005.27243588836,3018.95393863844,2018-05-08,6848
3005.27243588836,3018.35320523753,2018-06-01,6872
3005.27243588836,3017.76058824318,2018-08-20,6952
3005.27243588836,3017.17707326276,2018-09-05,6968
3005.27243588836,3016.60424603326,2018-09-13,6976
3005.27243588836,3016.04278059224,2018-09-21,6984
3005.27243588836,3015.49521137438,2018-10-07,7000
3005.27243588836,3014.96228836343,2018-10-15,7008
3005.27243588836,3014.44494149363,2019-01-11,7096
3005.27243588836,3013.94399209004,2019-02-28,7144
3005.27243588836,3013.4601100869,2019-03-16,7160
3005.27243588836,3012.99377795272,2019-04-01,7176
3005.27243588836,3012.54587670803,2019-04-17,7192
3005.27243588836,3012.11567733233,2019-05-19,7224
3005.27243588836,3011.70430711879,2019-06-04,7240
3005.27243588836,3011.31124165423,2019-07-06,7272
3005.27243588836,3010.93615418776,2019-07-22,7288
3005.27243588836,3010.57911462583,2019-08-23,7320
3005.27243588836,3010.24016149607,2019-08-31,7328
3005.27243588836,3009.9183483012,2019-09-08,7336
3005.27243588836,3009.61362399086,2019-11-03,7392
3005.27243588836,3009.32577311681,2019-11-11,7400
