dates,areas,areas_smoothed,time
1999-08-08,16.5492,16.5724251486465,0
1999-11-12,19.4355,16.5563986843015,96
1999-12-14,18.8505,16.5403382102787,128
2000-02-16,15.9714,16.5244118423671,192
2000-06-07,12.1302,16.5083694267784,304
2000-09-27,24.48,16.4926757617941,416
2000-12-16,20.3679,16.4770151659088,496
2001-01-17,19.4481,16.4614880700287,528
2001-02-18,12.4992,16.446145295064,560
2001-03-06,15.7419,16.4308858761057,576
2001-03-22,14.229,16.4161464356538,592
2001-04-07,15.7284,16.4015164049513,608
2001-06-10,11.5263,16.3872338077567,672
2001-08-29,20.3832,16.373144864962,752
2001-12-12,11.6703,16.359322863276,857
2002-01-20,16.0767,16.3457165429561,896
2002-03-09,15.6951,16.3324948885122,944
2002-03-25,15.5052,16.3194302364231,960
2002-05-12,9.8298,16.3067875236869,1008
2002-07-31,14.742,16.2942831052753,1088
2003-01-07,19.6452,16.2823058269122,1248
2003-02-24,19.9206,16.270594845157,1296
2003-03-12,16.1991,16.2593017670884,1312
2003-04-13,13.3659,16.2484403132445,1344
2003-05-15,13.0806,16.237948657551,1376
2003-08-03,13.6269,16.2278274404963,1456
2003-10-14,25.7238,16.2180486953718,1528
2003-10-15,13.6557,16.2086176670407,1529
2003-11-23,20.0466,16.1995951895357,1568
2003-11-24,23.1138,16.1909577664125,1569
2003-12-01,22.2426,16.1826043282029,1576
2003-12-09,19.3032,16.1744700025394,1584
2003-12-10,19.6758,16.1666431836901,1585
2004-02-03,16.7805,16.1590902388684,1640
2004-03-23,4.6152,16.1519336301649,1689
2004-03-30,15.3504,16.1449388367332,1696
2004-04-07,15.3513,16.1382748823899,1704
2004-04-23,12.6693,16.131828030106,1720
2004-05-17,10.7955,16.1256422026057,1744
2004-05-18,11.1618,16.1195669325946,1745
2004-06-10,10.6713,16.1136837374674,1768
2004-07-12,11.7099,16.1079221156803,1800
2004-08-29,21.6675,16.102236850246,1848
2004-09-06,20.8791,16.0965932559218,1856
2004-11-09,20.4561,16.090949116821,1920
2004-11-26,21.492,16.085331365519,1937
2005-01-28,16.6815,16.0796411010314,2000
2005-02-14,15.9489,16.0738859595094,2017
2005-02-21,16.1577,16.0680640176558,2024
2005-04-02,13.6215,16.0621258162679,2064
2005-04-26,14.9238,16.0560419883412,2088
2005-06-05,10.8162,16.0498282854853,2128
2005-06-06,14.7528,16.0434192333053,2129
2005-06-13,10.9098,16.0367881318247,2136
2005-06-21,10.0395,16.029903894187,2144
2005-07-31,15.4791,16.0227903019425,2184
2005-08-16,18.8064,16.0153712817011,2200
2005-08-24,17.0559,16.0075617142857,2208
2005-08-25,18.9585,15.9994375065398,2209
2005-09-09,17.9424,15.990918928005,2224
2005-09-10,19.5372,15.9820367610222,2225
2005-09-25,19.3023,15.9725520482918,2240
2005-11-28,17.8425,15.9627205536874,2304
2005-12-30,15.3558,15.9524803968766,2336
2006-01-31,14.886,15.9417932738942,2368
2006-02-16,13.8672,15.9306135765989,2384
2006-02-24,15.6555,15.9189233421993,2392
2006-03-04,14.6826,15.906705158602,2400
2006-03-12,20.7837,15.8939421399756,2408
2006-04-13,19.422,15.8806030431714,2440
2006-04-29,14.9337,15.8667163983988,2456
2006-05-15,14.7744,15.8521972397558,2472
2006-05-31,10.521,15.8371048586713,2488
2006-06-24,10.5912,15.8213813362329,2512
2006-06-25,8.4735,15.8049677730917,2513
2006-07-26,13.1571,15.7879099244818,2544
2006-08-03,15.7581,15.7701961352287,2552
2006-09-12,20.5254,15.7517969145613,2592
2006-09-13,23.1435,15.7327425474314,2593
2006-10-31,23.5773,15.7129380477553,2641
2006-12-01,20.1942,15.6924689089851,2672
2006-12-09,21.5622,15.6712806399865,2680
2006-12-10,12.4254,15.6493645512766,2681
2007-01-02,18.1611,15.6267128855153,2704
2007-01-03,20.5686,15.6032895639952,2705
2007-01-26,17.2422,15.5791432434266,2728
2007-02-04,18.396,15.5542439064282,2737
2007-02-11,19.71,15.528505097789,2744
2007-02-19,6.8913,15.5020787054549,2752
2007-02-27,17.0469,15.4748920102175,2760
2007-03-07,14.3334,15.4469498860165,2768
2007-03-23,13.3623,15.4182421280847,2784
2007-04-01,7.8039,15.3887871291977,2793
2007-05-26,10.9431,15.3585669927104,2848
2007-06-11,10.4238,15.3276307606159,2864
2007-07-13,11.1636,15.295980800823,2896
2007-08-07,5.6214,15.2635990745691,2921
2007-08-14,16.4322,15.2305163502191,2928
2007-09-07,24.264,15.1967656528285,2952
2007-11-02,22.734,15.1623359196889,3008
2007-11-18,20.2788,15.1272838761812,3024
2007-11-27,13.3794,15.0915874229236,3033
2008-01-05,16.4196,15.0552770980236,3072
2008-01-14,10.818,15.0183687249181,3081
2008-03-09,4.3155,14.9809720951969,3136
2008-04-10,11.5479,14.9430720123288,3168
2008-04-19,6.8274,14.904634997595,3177
2008-05-05,6.3639,14.8658086737048,3193
2008-05-28,11.7972,14.8265885413786,3216
2008-06-22,4.8501,14.7870699085942,3241
2008-06-29,10.9683,14.7472344213255,3248
2008-10-12,14.0832,14.7071637978252,3353
2008-11-13,12.7044,14.666874791811,3385
2008-12-22,17.3754,14.6263732943781,3424
2008-12-23,19.7802,14.5858206460327,3425
2009-01-23,15.1281,14.5451209773718,3456
2009-01-31,15.2883,14.5044071841976,3464
2009-02-17,4.4442,14.46367577858,3481
2009-03-21,7.9695,14.4230380410832,3513
2009-03-28,12.4002,14.3824656277044,3520
2009-04-13,12.4146,14.3421203151139,3536
2009-04-22,6.5358,14.3019898369808,3545
2009-05-24,15.6465,14.2620350704203,3577
2009-05-31,11.0871,14.2224943073673,3584
2009-06-16,10.7514,14.1833576234063,3600
2009-08-19,18.5364,14.1445134164481,3664
2009-09-04,21.1248,14.1061768547479,3680
2009-10-22,21.6702,14.0682592738995,3728
2009-11-07,21.1914,14.0309130318327,3744
2009-12-09,19.0611,13.9940504293119,3776
2010-01-27,16.4052,13.9577072311975,3825
2010-02-03,16.9956,13.9220086308746,3832
2010-02-04,10.3329,13.8869250758039,3833
2010-02-12,15.1452,13.8524150594556,3841
2010-02-19,15.6609,13.8185964756011,3848
2010-03-08,9.0729,13.7854150533953,3865
2010-04-09,8.0163,13.7529341643032,3897
2010-05-18,10.3023,13.7212141445492,3936
2010-06-03,10.5048,13.6902230739834,3952
2010-07-05,10.0989,13.6599679451725,3984
2010-10-02,15.3522,13.6304068521123,4073
2010-10-25,21.357,13.6015794279828,4096
2010-11-26,18.6813,13.5735165712526,4128
2010-11-27,17.1261,13.5461964887152,4129
2010-12-28,15.9642,13.5196825724263,4160
2011-01-06,8.6976,13.4939344321208,4169
2011-01-13,14.7708,13.4689726827489,4176
2011-01-30,15.606,13.4448065536089,4193
2011-02-14,14.1606,13.4213882930949,4208
2011-02-15,12.1626,13.3988104865703,4209
2011-03-03,17.2566,13.3770999915547,4225
2011-03-18,13.4073,13.3562700715735,4240
2011-03-27,1.6335,13.3363498733159,4249
2011-04-12,3.4092,13.3174469563585,4265
2011-04-19,12.0924,13.2993628141833,4272
2011-04-28,2.457,13.2823708247674,4281
2011-06-06,10.728,13.2662969167363,4320
2011-08-09,15.9255,13.251311688603,4384
2011-10-21,13.4172,13.2374289011189,4457
2011-11-29,18.8604,13.2246832006119,4496
2011-12-08,11.5398,13.2131273365529,4505
2012-01-16,17.8983,13.202821485344,4544
2012-02-26,6.2208,13.1937931993055,4585
2012-03-20,12.0627,13.1860930318582,4608
2012-04-05,11.6892,13.1797856853308,4624
2012-04-30,9.8469,13.1748510023107,4649
2012-05-16,8.973,13.1715965363112,4665
2012-07-03,6.2874,13.1697620554448,4713
2012-11-08,10.0602,13.1696231647556,4841
2013-01-27,7.3908,13.1710798008776,4921
2013-02-12,6.5565,13.1741860822201,4937
2013-05-02,16.3134,13.1790287828541,5016
2013-05-10,14.2686,13.185602164462,5024
2013-06-27,11.5965,13.1939150250293,5072
2013-07-21,16.4475,13.2039934870985,5096
2013-08-30,19.3968,13.2158383397551,5136
2013-11-18,18.7992,13.2294250998158,5216
2013-12-28,19.3779,13.2447379884832,5256
2014-01-13,18.7164,13.2616983497009,5272
2014-01-14,11.7198,13.280457813681,5273
2014-01-29,17.8524,13.300925998128,5288
2014-01-30,11.0997,13.3228902757269,5289
2014-02-06,14.8518,13.3464149328681,5296
2014-02-15,9.6615,13.3714830542603,5305
2014-03-10,14.2866,13.3978032429079,5328
2014-03-19,6.768,13.425450055462,5337
2014-03-26,12.24,13.4542535343906,5344
2014-05-29,11.6271,13.4841175833919,5408
2014-06-07,5.0274,13.5149445046077,5417
2014-06-22,11.3823,13.5466463097712,5432
2014-07-16,11.961,13.5790256461163,5456
2014-08-25,19.6632,13.6119943382365,5496
2014-09-02,19.5174,13.6453364784609,5504
2014-09-26,25.6968,13.6791344118833,5528
2014-10-12,22.9716,13.7131920874914,5544
