dates,areas,areas_smoothed,time
1992-10-24,18.242786,17.74800634092074,0
1996-08-23,13.416647,17.30928178419937,1399
1997-07-18,18.137464,16.724468808519767,1728
1999-09-18,18.346706,16.20542343022457,2520
2001-05-18,17.468178,15.969759720533535,3128
2002-07-24,18.592788,16.037377688120653,3560
2002-08-25,17.817874,16.31467441646487,3592
2004-08-14,18.670716,16.7094611780688,4312
2005-08-01,17.859234,17.13889775486843,4664
2006-08-12,18.107692,17.516092760716468,5040
2007-07-30,18.53769,17.778368437196153,5392
2007-09-16,17.741818,17.927651740035127,5440
2007-09-24,18.008866,18.010333661619427,5448
2010-12-13,18.20007,18.068468693109743,6624
2013-07-30,18.523632,18.11891582149851,7584
2013-10-10,18.531952,18.15842521815227,7656
2014-07-01,18.489438,18.177042860249063,7920
2014-07-25,18.167418,18.171504491734364,7944
2015-01-09,17.171876,18.151728433600876,8112
2015-02-26,16.381599,18.130258585590827,8160
2015-03-14,15.779558,18.114474715589708,8176
2015-06-18,16.949376,18.106545604864984,8272
2015-07-12,19.049862,18.10744729911769,8296
2015-11-25,16.277027,18.116045832709194,8432
2016-02-29,15.933732,18.12134241095844,8528
2016-04-17,15.15727,18.087587924507663,8576
2016-08-07,18.361868,17.98294687487823,8688
2016-12-13,16.434405,17.82870993909417,8816
2017-05-22,17.759036,17.661414266086425,8976
2017-07-09,18.714822,17.50213158838252,9024
2017-08-02,17.035972,17.360789028209936,9048
2017-09-03,17.722614,17.242964479434644,9080
2018-03-22,16.291821,17.15090891253215,9280
2018-04-07,15.792726,17.081814894281912,9296
2018-04-23,18.187146,17.02759352355303,9312
2018-05-25,15.948864,16.977564823480897,9344
2018-08-05,17.2223,16.92249783833507,9416
2019-05-28,15.388551,16.857163776403677,9712
