Raw_TermEst,Smoothed,dates,time
1088.01310974503,1088.01310974503,1999-08-08,0
1088.01310974503,1088.01310974503,1999-11-12,96
1088.01310974503,1088.01310974503,1999-12-14,128
1088.01310974503,1088.01310974503,2000-06-07,304
1088.01310974503,1088.01310974503,2000-12-16,496
1088.01310974503,1088.01310974503,2001-01-17,528
1088.01310974503,1088.01310974503,2001-02-18,560
1088.01310974503,1088.01310974503,2001-03-06,576
1088.01310974503,1088.01358741488,2001-03-22,592
1088.01310974503,1088.01368965635,2001-04-07,608
1088.01310974503,1088.01381234775,2001-06-10,672
1088.01310974503,1088.01395919297,2001-08-29,752
1088.01310974503,1088.01413449933,2002-01-20,896
1088.01310974503,1088.01434324052,2002-03-09,944
1088.01310974503,1088.01459108722,2002-03-25,960
1088.01310974503,1088.01488452635,2002-05-12,1008
1088.01310974503,1088.01523092703,2002-07-31,1088
1088.01310974503,1088.01563861913,2003-01-07,1248
1088.01310974503,1088.0161169705,2003-02-24,1296
1088.01310974503,1088.01667635592,2003-03-12,1312
1088.01310974503,1088.01732853346,2003-04-13,1344
1088.01310974503,1088.01808636921,2003-05-15,1376
1088.01310974503,1088.01896410317,2003-08-03,1456
1088.01310974503,1088.01997710936,2003-10-14,1528
1088.01310974503,1088.02114241466,2003-11-23,1568
1088.01310974503,1088.022478054,2003-12-01,1576
1088.01310974503,1088.02400368743,2004-02-03,1640
1088.01310974503,1088.02574002627,2004-03-30,1696
1088.01310974503,1088.0277096236,2004-04-07,1704
1088.01310974503,1088.02993523948,2004-04-23,1720
1088.01310974503,1088.03244192072,2004-05-17,1744
1088.01310974503,1088.03550611896,2004-06-10,1768
1088.01310974503,1088.03899347594,2004-07-12,1800
1088.01310974503,1088.04292590724,2004-08-29,1848
1088.01310974503,1088.04705233269,2004-09-06,1856
1088.01310974503,1088.05164259507,2004-11-09,1920
1088.01310974503,1088.05673286702,2005-01-28,2000
1088.01310974503,1088.06236252984,2005-02-21,2024
1088.01310974503,1088.06879679569,2005-04-02,2064
1088.01310974503,1088.07567935153,2005-06-05,2128
1088.01310974503,1088.08347452762,2005-06-13,2136
1088.01310974503,1088.09203138285,2005-06-21,2144
1088.01310974503,1088.1011989122,2005-08-24,2208
1088.01310974503,1088.1112109272,2005-09-17,2232
1088.01310974503,1088.12212458728,2005-09-25,2240
1088.01310974503,1088.13400030174,2005-11-28,2304
1088.01310974503,1088.14690089392,2006-01-31,2368
1088.01310974503,1088.16089653869,2006-02-08,2376
1088.01310974503,1088.17605788658,2006-02-16,2384
1088.01310974503,1088.19268077924,2006-02-24,2392
1088.01310974503,1088.21046940495,2006-03-04,2400
1088.01310974503,1088.22968912224,2006-03-12,2408
1088.01310974503,1088.25044019618,2006-04-13,2440
1088.01310974503,1088.27283153756,2006-04-29,2456
1088.01310974503,1088.29698164845,2006-05-15,2472
1088.01310974503,1088.32301960915,2006-05-31,2488
1088.01310974503,1088.35108609154,2006-06-24,2512
1088.01310974503,1088.38133437902,2006-07-26,2544
1088.01310974503,1088.41393136803,2006-08-03,2552
1088.01310974503,1088.44905147257,2006-09-12,2592
1088.01310974503,1088.48689951631,2006-12-09,2680
1088.01310974503,1088.52768899491,2007-01-02,2704
1088.01310974503,1088.57163803571,2007-01-26,2728
1088.01310974503,1088.61900690579,2007-02-04,2737
1088.01310974503,1088.67004094004,2007-02-11,2744
1088.01310974503,1088.72503199595,2007-02-19,2752
1088.01310974503,1088.78426832032,2007-02-27,2760
1088.01310974503,1088.84804386797,2007-03-23,2784
1088.01310974503,1088.91670553472,2007-04-08,2800
1088.01310974503,1088.99055472411,2007-05-26,2848
1088.01310974503,1089.06992681502,2007-07-13,2896
1088.01310974503,1089.15514973554,2007-08-14,2928
1088.01310974503,1089.24654129628,2007-11-02,3008
1113.7068884382,1089.34441015674,2007-11-18,3024
1088.01310974503,1089.44904250582,2008-03-09,3136
1088.01310974503,1089.56067891702,2008-04-10,3168
1088.01310974503,1089.67954027888,2008-12-22,3424
1088.01310974503,1089.80579423181,2009-01-23,3456
1088.01310974503,1089.93953260118,2009-01-31,3464
1088.01310974503,1090.08077719144,2009-04-13,3536
1088.01310974503,1090.22948722032,2009-05-31,3584
1088.01310974503,1090.3854606886,2009-08-19,3664
1088.01310974503,1090.54844419134,2009-10-22,3728
1088.01310974503,1090.71805289799,2009-11-07,3744
1088.01310974503,1090.89379674277,2009-12-09,3776
1088.01310974503,1091.07490285474,2010-02-03,3832
1088.01310974503,1091.26083046746,2010-02-19,3848
1113.7068884382,1091.45051686749,2010-05-18,3936
1113.7068884382,1091.64304880278,2010-06-03,3952
1113.7068884382,1091.83710236748,2010-07-05,3984
1088.01310974503,1092.03157045627,2010-10-25,4096
1088.01310974503,1092.22504091811,2010-11-26,4128
1088.01310974503,1092.41598916847,2010-12-28,4160
1088.01310974503,1092.6028813584,2011-01-13,4176
1113.7068884382,1092.78397113176,2011-02-14,4208
1113.7068884382,1092.9575554652,2011-04-19,4272
1113.7068884382,1093.12192714237,2011-06-06,4320
1088.01310974503,1093.2753808835,2011-11-29,4496
1088.01310974503,1093.41606285094,2012-03-20,4608
1113.7068884382,1093.54216294407,2012-04-05,4624
1088.01310974503,1093.65229976314,2013-05-02,5016
1088.01310974503,1093.74469991501,2013-05-10,5024
1088.01310974503,1093.81789270726,2013-06-27,5072
1088.01310974503,1093.87064085037,2013-08-30,5136
1088.01310974503,1093.90161546497,2013-09-23,5160
1088.01310974503,1093.90995713253,2013-11-10,5208
1088.01310974503,1093.89515214328,2013-11-18,5216
1088.01310974503,1093.85694977207,2014-01-13,5272
1088.01310974503,1093.79487965843,2014-02-06,5296
1088.01310974503,1093.7096874657,2014-03-10,5328
1088.01310974503,1093.60195253181,2014-03-26,5344
1088.01310974503,1093.4725066672,2014-04-11,5360
1088.01310974503,1093.32299475474,2014-05-29,5408
1088.01310974503,1093.15486439562,2014-06-22,5432
1088.01310974503,1092.97032927056,2014-07-16,5456
1088.01310974503,1092.77185699711,2014-08-25,5496
1088.01310974503,1092.56158902348,2014-09-02,5504
1088.01310974503,1092.34377888483,2014-09-26,5528
1088.01310974503,1092.11747243267,2014-10-20,5552
1088.01310974503,1091.88711798604,2014-11-13,5576
1088.01310974503,1091.65516607443,2014-12-15,5608
1088.01310974503,1091.42399476404,2015-01-24,5648
1088.01310974503,1091.19580217663,2015-02-09,5664
1088.01310974503,1090.97258026135,2015-03-13,5696
1088.01310974503,1090.75602471994,2015-03-29,5712
1088.01310974503,1090.54766571805,2015-04-06,5720
1088.01310974503,1090.34866808641,2015-04-30,5744
1088.01310974503,1090.16008191931,2015-06-09,5784
1088.01310974503,1089.98263031942,2015-07-11,5816
1088.01310974503,1089.81689346389,2015-09-13,5880
