dates,areas,areas_smoothed,time
1984-04-07,4.06214525,4.148178037670433,0
1984-06-03,4.6670205,4.146643870989275,57
1984-09-30,4.13861475,4.145659088928636,176
1985-05-28,3.3767965,4.145286897994387,416
1985-06-06,4.086167,4.145573987417634,425
1985-08-16,4.4309095,4.146607559766089,496
1986-06-18,3.8959365,4.1484080008455155,802
1986-06-25,4.5034315,4.1510193703415,809
1987-06-03,3.27325875,4.154465042705894,1152
1987-07-14,4.5694035,4.1587528051554346,1193
1987-08-08,4.464376,4.1638798896949165,1218
1988-06-07,4.277596,4.169806612338164,1522
1988-07-07,4.611126,4.176489546601827,1552
1988-08-24,4.3383915,4.183860528485268,1600
1990-06-04,4.072486,4.191841551761529,2249
1990-06-11,4.200942,4.200316870561698,2256
1990-07-15,4.479868,4.209169686372495,2290
1991-08-01,4.552529,4.218269093551424,2672
1991-08-03,4.462249,4.227472747227949,2674
1992-06-02,3.84054,4.236637727390637,2978
1992-09-13,4.453806,4.245590955865688,3081
1993-08-31,4.478559,4.254201706331211,3433
1993-10-09,3.99147175,4.262316405860374,3472
1994-05-05,4.17325425,4.269798389329585,3680
1994-07-08,4.2198365,4.276517882840595,3744
1994-08-11,4.429203,4.2823827641023,3778
1994-08-25,4.238267,4.287307853820336,3792
1994-09-03,4.195002,4.291238473714081,3801
1995-07-29,4.393261,4.294107831610145,4130
1995-10-01,3.975499,4.295987346952473,4194
1996-08-14,4.0934755,4.296855356375335,4512
1997-05-15,3.29937225,4.296768601517463,4786
1997-06-14,4.5840115,4.295794989016808,4816
1997-07-25,4.5507685,4.294018667296833,4857
1999-08-15,4.1282985,4.291535864885978,5608
1999-09-18,4.26773,4.288450553076303,5642
1999-09-25,4.377705,4.284875259613507,5649
2000-04-29,4.01733275,4.280895712667671,5866
2000-06-07,4.229199,4.276638171773251,5905
2000-07-25,4.571792,4.2721852743331885,5953
2000-09-27,4.4358245,4.267612622581577,6017
2001-06-26,4.4824095,4.263015167249018,6289
2001-08-22,3.754252,4.258358780694207,6346
2002-04-19,4.7126545,4.2537597760074934,6586
2002-05-28,3.927302,4.24920941510026,6625
2002-06-04,4.2828175,4.244709702812191,6632
2002-08-09,4.18616175,4.240264446333938,6698
2002-08-16,4.00646525,4.235869408821595,6705
2002-08-23,4.4312835,4.231489906773619,6712
2002-09-10,4.0955565,4.227151036997475,6730
2003-03-05,3.4422145,4.222842841599306,6906
2003-04-20,4.0099955,4.218604987071154,6952
2003-07-25,4.378756,4.214401762545043,7048
2003-08-10,4.449056,4.210326823915697,7064
2004-05-08,3.920991,4.206440930595397,7336
2004-07-29,4.368146,4.2028019422953635,7418
2004-10-01,3.1759405,4.1995345642453685,7482
2005-04-27,2.84094725,4.19679503589458,7690
2005-06-30,4.03505925,4.194675076863059,7754
2005-07-06,4.432305,4.193308112452278,7760
2005-07-07,4.4034485,4.192806386904858,7761
2005-07-08,4.2725135,4.1932376535052995,7762
2006-05-06,3.8903955,4.194659109541295,8064
