dates,areas,areas_smoothed,time
1999-08-26,44.2728,33.8015244889264,0
1999-09-27,50.0166,33.8036513659625,32
1999-12-07,35.9316,33.8062014108268,103
2000-01-08,27.5868,33.8087661616424,135
2000-01-17,26.154,33.81153070489,144
2000-02-18,20.6478,33.8146529709941,176
2000-04-13,16.6293,33.8177434795137,231
2000-05-24,29.7882,33.8208856957324,272
2000-07-11,35.7633,33.8243179758079,320
2000-08-03,35.9055,33.827659052524,343
2000-08-19,45.8712,33.8311632043132,359
2001-01-03,48.6108,33.8346771984927,496
2001-01-10,35.2818,33.8383129360337,503
2001-02-20,26.1837,33.8417404575144,544
2001-03-15,23.1912,33.8450703605108,567
2001-03-31,34.2216,33.8482673159161,583
2001-05-02,18.4833,33.8512580206443,615
2001-05-27,32.1354,33.8540744983786,640
2001-06-03,42.6933,33.8565888854403,647
2001-06-19,26.9397,33.8587220515091,663
2001-08-31,45.2916,33.8606014081242,736
2001-10-02,45.1278,33.8621603554197,768
2001-10-25,45.1926,33.8631199443055,791
2002-02-07,25.4592,33.8634381984684,896
2002-02-14,21.8178,33.8634714188774,903
2002-03-11,22.3398,33.8627381570334,928
2002-04-03,46.5264,33.8615064317272,951
2002-04-12,23.7663,33.8597760222224,960
2002-05-30,28.9971,33.8573598696293,1008
2002-06-06,26.5887,33.8541918704741,1015
2002-06-15,36.0189,33.8502346225115,1024
2002-07-01,35.1828,33.8454416811933,1040
2002-07-24,34.1118,33.8397669602753,1063
2002-11-13,55.4076,33.8331648930091,1175
2002-11-29,47.4552,33.8256847570714,1191
2002-12-31,41.9895,33.8171045643161,1223
2003-01-25,41.1777,33.8074662027018,1248
2003-02-01,32.2155,33.7967279812673,1255
2003-02-26,37.8981,33.7847264764183,1280
2003-03-14,27.5391,33.7714688204779,1296
2003-03-21,24.6285,33.7569295390068,1303
2003-04-22,26.262,33.7413415919851,1335
2003-05-24,25.8948,33.7242620616585,1367
2003-07-20,21.5145,33.7060400524841,1424
2003-07-28,47.3886,33.6863721722355,1432
2003-08-04,32.3046,33.6653065166561,1439
2003-08-29,42.5835,33.6429261957703,1464
2003-10-15,43.7076,33.6191187662375,1511
2003-10-16,54.5535,33.5938656449077,1512
2003-11-17,52.2846,33.5671512295433,1544
2003-11-24,53.5554,33.5389629951102,1551
2003-12-03,52.2027,33.5092915768624,1560
2003-12-10,43.2063,33.4781308394364,1567
2004-01-27,32.7609,33.4455489309281,1615
2004-02-05,29.4165,33.4114125595926,1624
2004-03-23,22.1841,33.3757892098498,1671
2004-04-16,16.0182,33.3386020834006,1695
2004-04-17,15.6177,33.2997914795697,1696
2004-04-24,19.1835,33.2596299788832,1703
2004-04-25,20.9844,33.2180225910862,1704
2004-06-11,23.0247,33.1750752555626,1751
2004-07-22,25.3314,33.130646802649,1792
2004-07-30,36.8667,33.0849162906101,1800
2004-10-09,55.9692,33.0378398733252,1871
2004-11-10,50.0904,32.9894493253042,1903
2004-11-18,43.7094,32.9397684353126,1911
2004-11-26,50.1507,32.8888651995459,1919
2005-02-07,33.6492,32.8367493159749,1992
2005-02-14,29.4867,32.7835823227207,1999
2005-02-22,23.5035,32.7291994184666,2007
2005-03-02,26.4969,32.6737506286038,2015
2005-03-03,17.163,32.6172843608478,2016
2005-03-11,33.408,32.5598672616224,2024
2005-03-26,21.5595,32.5014940876179,2039
2005-03-27,24.3828,32.4421999819891,2040
2005-04-04,14.085,32.3819272165862,2048
2005-04-11,21.6693,32.3209932359082,2055
2005-04-20,15.5007,32.2592309118979,2064
2005-05-14,27.2025,32.1968787803082,2088
2005-05-22,14.4594,32.1338768362118,2096
2005-06-07,21.2193,32.0703342403029,2112
2005-06-15,26.6103,32.0062694082446,2120
2005-06-30,23.3973,31.9417235743992,2135
